model,provider,proportion,order,trial_index,coordination_tokens,reasoning_tokens,total_context_tokens,mean_score_raw,mean_score_effective,input_tokens_used,output_tokens_used,elapsed_ms,crdt_throughput,mls_rfc,three_encryption_options,recommends_option_b,pg_limit,redis_pubsub_rate,redis_streams_latency,prosemirror_richtext,backend_rampup,infra_migration_weeks
gpt-4.1-mini,openai,0.975,coord_first,0,31620,811,32768,0.8,1.0,32677,1024,13540.81470799997,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.975,coord_first,1,31620,811,32768,0.8,1.0,32677,1024,17316.738833999807,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.975,coord_first,2,31620,811,32768,0.8,1.0,32677,1024,16006.04908399987,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.975,coord_first,3,31620,811,32768,0.9,1.0,32677,1024,21597.699915999783,0,1,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.975,coord_first,4,31620,811,32768,0.9,1.0,32677,1024,17485.999791999802,0,1,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.975,coord_first,5,31620,811,32768,0.8,1.0,32677,1024,19022.426374999668,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.975,coord_first,6,31620,811,32768,0.7,0.875,32677,1024,14708.102333999932,0,0,1,1,1,1,1,1,1,0
gpt-4.1-mini,openai,0.975,coord_first,7,31620,811,32768,0.8,1.0,32677,1024,16856.444540999975,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.975,coord_first,8,31620,811,32768,0.8,1.0,32677,1024,31531.34325000019,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.975,coord_first,9,31620,811,32768,0.8,1.0,32677,1024,25141.40858299993,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.975,reason_first,0,31620,811,32768,0.8,1.0,32677,1024,15245.17720799986,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.975,reason_first,1,31620,811,32768,0.8,1.0,32677,1024,17135.990958000093,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.975,reason_first,2,31620,811,32768,0.7,0.875,32677,1024,16803.458542000044,0,0,1,1,1,1,1,1,1,0
gpt-4.1-mini,openai,0.975,reason_first,3,31620,811,32768,0.8,1.0,32677,1024,14492.875791999722,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.975,reason_first,4,31620,811,32768,0.7,0.875,32677,1024,51747.79649999982,0,0,1,1,1,1,1,1,1,0
gpt-4.1-mini,openai,0.975,reason_first,5,31620,811,32768,0.8,1.0,32677,1024,28462.01662500016,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.975,reason_first,6,31620,811,32768,0.7,0.875,32677,1024,23965.99045800008,0,0,1,1,1,1,1,1,1,0
gpt-4.1-mini,openai,0.975,reason_first,7,31620,811,32768,0.8,1.0,32677,1024,20616.828958000042,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.975,reason_first,8,31620,811,32768,0.8,1.0,32677,1024,13910.289375000048,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.975,reason_first,9,31620,811,32768,0.7,0.875,32677,1024,19017.301832999918,0,0,1,1,1,1,1,1,1,0
gpt-4.1-mini,openai,0.99,coord_first,0,32106,325,32768,0.6,0.75,32672,1024,15141.024000000016,0,0,1,1,1,1,0,1,0,1
gpt-4.1-mini,openai,0.99,coord_first,1,32106,325,32768,0.7,0.75,32672,1024,15929.421332999937,0,1,1,1,1,1,0,1,0,1
gpt-4.1-mini,openai,0.99,coord_first,2,32106,325,32768,0.6,0.75,32672,1024,28069.58445800001,0,0,1,1,1,1,0,1,0,1
gpt-4.1-mini,openai,0.99,coord_first,3,32106,325,32768,0.6,0.75,32672,1024,44063.94337500001,0,0,1,1,1,1,0,1,0,1
gpt-4.1-mini,openai,0.99,coord_first,4,32106,325,32768,0.6,0.75,32672,1020,16426.529625000057,0,0,1,1,1,1,0,1,0,1
gpt-4.1-mini,openai,0.99,coord_first,5,32106,325,32768,0.6,0.75,32672,1024,14539.067250000016,0,0,1,1,1,1,0,1,0,1
gpt-4.1-mini,openai,0.99,coord_first,6,32106,325,32768,0.7,0.75,32672,963,14728.13270900042,0,1,1,1,1,1,0,1,0,1
gpt-4.1-mini,openai,0.99,coord_first,7,32106,325,32768,0.7,0.75,32672,1024,17145.63929199994,0,1,1,1,1,1,0,1,0,1
gpt-4.1-mini,openai,0.99,coord_first,8,32106,325,32768,0.6,0.75,32672,1024,44284.81533300009,0,0,1,1,1,1,0,1,0,1
gpt-4.1-mini,openai,0.99,coord_first,9,32106,325,32768,0.5,0.625,32672,1009,16738.44933400005,0,0,1,1,1,1,0,0,0,1
gpt-4.1-mini,openai,0.99,reason_first,0,32106,325,32768,0.7,0.75,32672,1024,13975.672666999799,0,1,1,1,1,1,0,1,0,1
gpt-4.1-mini,openai,0.99,reason_first,1,32106,325,32768,0.5,0.625,32672,1024,12998.03754200002,0,0,1,1,1,1,0,0,0,1
gpt-4.1-mini,openai,0.99,reason_first,2,32106,325,32768,0.6,0.75,32672,1024,14802.685874999952,0,0,1,1,1,1,0,1,0,1
gpt-4.1-mini,openai,0.99,reason_first,3,32106,325,32768,0.4,0.5,32672,1024,74950.83704199988,0,0,1,1,1,1,0,0,0,0
gpt-4.1-mini,openai,0.99,reason_first,4,32106,325,32768,0.6,0.75,32672,1024,15353.765749999866,0,0,1,1,1,1,0,1,0,1
gpt-4.1-mini,openai,0.99,reason_first,5,32106,325,32768,0.6,0.75,32672,1024,15995.659333000276,0,0,1,1,1,1,0,1,0,1
gpt-4.1-mini,openai,0.99,reason_first,6,32106,325,32768,0.6,0.75,32672,1024,19785.72287499992,0,0,1,1,1,1,0,1,0,1
gpt-4.1-mini,openai,0.99,reason_first,7,32106,325,32768,0.7,0.75,32672,1024,27735.14808300024,0,1,1,1,1,1,0,1,0,1
gpt-4.1-mini,openai,0.99,reason_first,8,32106,325,32768,0.6,0.75,32672,1024,18687.488957999904,0,0,1,1,1,1,0,1,0,1
gpt-4.1-mini,openai,0.99,reason_first,9,32106,325,32768,0.6,0.75,32672,1024,19021.475333000126,0,0,1,1,1,1,0,1,0,1
